id,0-5 cm,5-15 cm,15-30 cm,30-60 cm,60-100 cm,100-200 cm,soil depth,x,y,Source
2086,0.34364849624060145,0.34364849624060145,0.34476235230934477,0.38683992094291025,0.4295892553965559,NA,74,-72.66258565,-48.31854844,CHLSOC
2087,0.12519455700088403,0.11262551782003304,0.08000980922554257,0.07732099928612424,0.03885049582067104,NA,74,-72.66258565,-48.31854844,CHLSOC
2088,0.12525567004443805,0.13145045319123844,0.14692424645876082,0.16666843501855788,0.17721066959423376,NA,80,-72.34483909,-48.253207,CHLSOC
2089,0.1932284946236559,0.18264678209993676,0.14040196078431375,0.10271793959519293,NA,NA,31,-73.51804315,-47.79141855,CHLSOC
2090,0.407,0.407,0.407,NA,NA,NA,23,-73.07585168,-47.7001661,CHLSOC
2091,0.3157656865485781,0.29247755540753495,0.243089317294429,0.18636947519763708,0.1614675994670404,NA,74,-72.94555953,-47.48234204,CHLSOC
2092,0.13,0.13,NA,NA,NA,NA,8,-72.59043587,-47.2896276,CHLSOC
2093,0.25541867293012327,0.2436976291837933,0.2246243638676845,NA,NA,NA,25,-72.49085695,-47.26195015,CHLSOC
2094,0.21646710035751282,0.15150841509373122,0.1780466130829304,0.14223181354083037,NA,NA,58,-72.24317388,-47.23738386,CHLSOC
2096,0.20880471270279113,0.20802066482771517,0.20337483052036093,0.16856623063924717,NA,NA,56,-72.68752222,-47.14735727,CHLSOC
2097,0.1766819468024901,0.1812447651386531,0.19642860947435004,0.20472549019607844,NA,NA,36,-72.45635354,-47.11921865,CHLSOC
2098,0.22020991940036758,0.20578296461799364,0.19465074301801788,0.20875322308650737,NA,NA,47,-72.60890576,-47.1135525,CHLSOC
2099,0.11889230489401091,0.11426031844265108,0.09893008621068655,0.08794625842605802,0.02697175464086262,0.10089005429762862,120,-71.7001371,-46.54507242,CHLSOC
2100,0.11569344909376723,0.12273919388616186,0.1387436666794031,0.14213673679893904,0.135638537422157,NA,92,-71.73868062,-46.72717222,CHLSOC
2101,0.11052137655413385,0.11089657359179021,0.11234583230639905,0.11562080806204394,0.11744534514016894,NA,69,-71.8672515,-46.51644819,CHLSOC
2102,0.2797933183734092,0.22564964995560866,0.25228682949111336,0.2650704062407054,0.0756144979083059,NA,65,-72.53019162,-46.75176027,CHLSOC
2107,0.1263130207791815,0.10721789261101071,0.05745918273886228,0.0803004128311073,0.1467677537591629,NA,90,-72.71684099,-46.53849301,CHLSOC
2108,0.1222792132822242,0.10421443651935498,0.035839332927123456,0.1806776981440295,0.555311328669203,0.18043988840296168,168,-72.56091111,-46.12423387,CHLSOC
2109,0.15104653104354543,0.14515342782120624,0.13361377828740956,0.1384572372352486,0.19731371696397082,NA,90,-72.0735922,-46.10764901,CHLSOC
2110,0.08369909710913964,0.058828917088723856,0.04322990971684759,0.21792795269341425,0.19873428166584256,NA,97,-71.9530782,-46.23658086,CHLSOC
2111,0.1284481327512445,0.11465280984885673,0.08712938956991305,0.07312528389161152,0.06692759106871199,0.06008839797059417,122,-71.94350943,-46.28714194,CHLSOC
2112,0.08918214687684366,0.13483702497579234,0.16065330762115346,0.12980282175731286,0.20119860530315645,NA,100,-72.09926057,-46.2222507,CHLSOC
2113,0.1895912802282542,0.18882642764449498,0.18641157227337327,0.17035073619534075,0.1903863452834992,NA,100,-71.83604749,-45.90280182,CHLSOC
2114,0.1012691571135905,0.09369672726640858,0.09301836138942603,0.0984180255063468,0.0979514232955627,0.11505480080812752,122,-71.72763736,-45.86700008,CHLSOC
2115,0.21602969180013282,0.21226280598696518,0.19495478543393338,0.17348249996064863,0.22670852473705894,0.21174990776403954,106,-71.78873351,-45.78201941,CHLSOC
2116,0.23951858156672892,0.2274952376358424,0.20400488128800645,0.1817422717628519,0.15888459919197306,0.2200652404013477,178,-72.06091754,-45.75910861,CHLSOC
2117,0.21337576908495323,0.21314191047843564,0.21230036678893416,0.2232166865846632,0.21440623252956095,0.2055657690278224,124,-72.06522654,-45.84895919,CHLSOC
2118,0.22222904624132594,0.2305842388742035,0.2237273846252419,0.16812093846324172,0.1690922929697742,NA,80,-72.11269808,-45.75145597,CHLSOC
2119,0.32164706573684154,0.3356059440848713,0.2753806959119092,0.1578219018788501,0.2039865342305717,NA,80,-72.19405994,-45.69169256,CHLSOC
2120,0.1667532113179579,0.15329705283501968,0.12593992450537314,0.14802973722734666,0.16830700217271344,NA,94,-72.19467987,-45.59553961,CHLSOC
2121,0.29109806141052713,0.24122692878015914,0.18270890151218894,0.16672338353932573,0.1637457981400499,0.13700515477306155,118,-72.01347312,-45.57205753,CHLSOC
2122,0.17034982110629615,0.17186926091223453,0.17662942455812397,0.2001549328735928,0.20784942193766784,0.166626452592539,155,-72.00266047,-45.44787081,CHLSOC
2124,0.18353918111403064,0.17281406636982963,0.2007095047558209,0.19070373775280502,0.17288031697115905,NA,88,-72.60571986,-45.35511452,CHLSOC
2126,0.22974627660862518,0.20301915810163307,0.14696340038263014,0.22496543485911874,0.13035235905675754,0.16996093339707283,130,-72.27508941,-45.86483568,CHLSOC
2127,0.1899311185164715,0.17444069778935203,0.15146595567138757,0.1329345633004369,0.11676900164690515,0.14986408689374492,116,-71.52774381,-45.37193228,CHLSOC
2128,0.20225439804085307,0.19656889767154037,0.18731256580187342,0.20841834922170496,0.1999950051837446,NA,80,-71.87770767,-45.13722744,CHLSOC
2129,0.24369713930348258,0.25124063709231625,0.2676501750506726,0.2755700663349918,NA,NA,39,-71.86727854,-44.68611968,CHLSOC
2130,0.16893795760391675,0.17526814140351188,0.1895780536406668,0.17611808381647326,0.1731596074238561,NA,76,-71.50750907,-44.58309702,CHLSOC
2131,0.2957487637545368,0.21696963320601736,0.14357931229829876,0.22138933192862004,0.1769115415383213,0.14600707232561097,128,-72.61459953,-44.75686683,CHLSOC
2133,0.20414231740293642,0.18436745914835131,0.1230652454635288,0.09810773495494868,0.17441906242512906,0.4189798724535035,110,-72.43321968,-44.0476353,CHLSOC
2134,0.03712390243156187,0.02996064839985175,0.02821268995273687,0.03446046736114278,0.02992793649462585,0.02696512883026007,110,-72.9556333,-43.76477928,CHLSOC
2135,0.19181220075937014,0.1435033455165018,0.1429433164464693,0.17309856845934748,0.1346144056441695,0.26166362462323817,130,-72.36576661,-43.84824399,CHLSOC
2136,0.08383697017670726,0.08263836672255326,0.09300703846957425,0.10805341274042156,0.10979454155897402,0.0901332187278702,146,-72.31638957,-43.98892261,CHLSOC
13030,0.19765337082364534,0.19993973912991236,0.2096989660123886,0.2494506341303133,NA,NA,60,-72.46850601,-36.0435651,UChile
13031,0.0959053099259206,0.10963805176546927,0.15765162848542744,0.19026438376853463,NA,NA,60,-72.46787512,-36.04385822,UChile
13032,0.17849658742031807,0.1702181903113979,0.1438548031458217,0.17435798669400543,NA,NA,60,-72.46842071,-36.04414916,UChile
13033,0.10506209332924787,0.1293596005839837,0.21349579135199437,0.2553570312048425,NA,NA,60,-72.46897397,-36.0438544,UChile
13034,0.1558436822215413,0.1598932667639973,0.17391596522533237,0.1808928385341404,NA,NA,60,-72.46947808,-36.04405432,UChile
13035,0.09668783006795117,0.11940134911050629,0.1975920585425641,0.22777116303872902,NA,NA,60,-72.47019798,-36.04375406,UChile
13036,0.13590530992592056,0.14963805176546924,0.19765162848542744,0.23026438376853464,NA,NA,60,-72.46985519,-36.04336827,UChile
13037,0.11927910756234865,0.11998148765643492,0.12379523320295836,0.15186476596419982,NA,NA,60,-72.46963526,-36.04295804,UChile
13038,0.10681015422697257,0.11966128794842677,0.16554312887895556,0.21454328156662106,NA,NA,60,-72.46899185,-36.04329596,UChile
13039,0.0826538364485139,0.09955455471242408,0.15945909410428796,0.21543612010076144,NA,NA,60,-72.46869747,-36.042785,UChile
13040,0.09427957318721725,0.10959630323894667,0.1635553612948577,0.20785025193464807,NA,NA,60,-72.46851313,-36.04230341,UChile
13041,0.06506209332924785,0.0893596005839837,0.17349579135199433,0.21535703120484245,NA,NA,60,-72.46816532,-36.04172824,UChile
13042,0.09129656999693589,0.10951970043798778,0.1726218435139958,0.20401777340363184,NA,NA,60,-72.46786159,-36.041163,UChile
13043,0.03849751867005519,0.05944782147642135,0.13337505932962038,0.19632895863490188,NA,NA,60,-72.46763983,-36.0404643,UChile
13044,0.08967083325823254,0.10947795191146517,0.178525576323426,0.22160364156974524,NA,NA,60,-72.46735771,-36.03991755,UChile
13045,0.14292230673563922,0.15956144896451036,0.2167181107045655,0.23643190523751845,NA,NA,60,-72.46816669,-36.04307122,UChile
13046,0.16720094867311938,0.1699281210384336,0.18075321581562456,0.21231118523127004,NA,NA,60,-72.46792043,-36.04244411,UChile
13047,0.11382715103669125,0.1295846851474679,0.18460961109809362,0.22071080303560484,NA,NA,60,-72.46740165,-36.04200953,UChile
13048,0.11843589096567593,0.12970303647494938,0.16963939606952533,0.20695741340050763,NA,NA,60,-72.46724412,-36.04138429,UChile
13049,0.0717489921474619,0.08953131852946654,0.1515675937107598,0.19115722230267504,NA,NA,60,-72.46699787,-36.04075718,UChile
13050,0.08934073526672796,0.09972627265790693,0.13753089646305341,0.19123631119859405,NA,NA,60,-72.46936006,-36.04242,UChile
13051,0.09473199533774324,0.10960792133042542,0.16250111149162177,0.21498970083369126,NA,NA,60,-72.46908997,-36.04183997,UChile
13052,0.09759267436900318,0.11942458529346381,0.19548355893609226,0.24205006083681543,NA,NA,60,-72.46878001,-36.04123,UChile
13053,0.1375072246955414,0.13019278371574652,0.11039101974850252,0.20522696752144826,NA,NA,60,-72.46848004,-36.04061996,UChile
13054,0.08888831311620193,0.09971465456642814,0.13858514626628934,0.18409686229955083,NA,NA,60,-72.46824002,-36.04002002,UChile
13055,0.09174899214746188,0.10953131852946654,0.17156759371075983,0.21115722230267503,NA,NA,60,-72.46799001,-36.03941996,UChile
13056,0.0771402522184772,0.09941296720198507,0.1765378087393282,0.21491061193777228,NA,NA,60,-72.46766001,-36.03883001,UChile
13057,0.049670833258232565,0.06947795191146519,0.13852557632342605,0.18160364156974526,NA,NA,60,-72.46691,-36.03924003,UChile
13058,0.07816742067855059,0.08969614222286307,0.13238037946924772,0.20596162826375064,NA,NA,60,-72.46619,-36.03951999,UChile
13059,0.09090484430105202,0.09002323618295753,0.08789150039352811,0.10427889779808641,NA,NA,60,-72.46650995,-36.04015002,UChile
13060,0.09882668541182267,0.09996986956495618,0.1048494830061943,0.12472531706515665,NA,NA,60,-72.46673996,-36.04100996,UChile
13061,0.10798346881514992,0.11969141838347061,0.16069364587276125,0.18981796450146443,NA,NA,60,-72.46754001,-36.04297001,UChile
13062,0.1208441478464099,0.13950808234650902,0.20367609331723172,0.2268783245045886,NA,NA,60,-72.47017741,-36.04266304,UChile
13063,0.11888831311620195,0.12971465456642814,0.16858514626628937,0.21409686229955086,NA,NA,60,-72.46988174,-36.04184561,UChile
13064,0.09843589096567593,0.10970303647494938,0.1496393960695253,0.18695741340050764,NA,NA,60,-72.4696019,-36.04122681,UChile
13065,0.11174899214746188,0.12953131852946653,0.19156759371075982,0.23115722230267505,NA,NA,60,-72.46926807,-36.04056179,UChile
13066,0.10174899214746187,0.11953131852946652,0.1815675937107598,0.22115722230267504,NA,NA,60,-72.4689786,-36.03989772,UChile
13067,0.09096647200543129,0.0997680211844295,0.13162716365362315,0.17365044303248064,NA,NA,60,-72.4686874,-36.03928769,UChile
13068,0.07343635659054452,0.09931785205746112,0.18939952416142464,0.24294289937095587,NA,NA,60,-72.46837807,-36.03855109,UChile
13069,0.10168736444308261,0.10978653352799457,0.1378319304506648,0.15178567706828083,NA,NA,60,-72.46901856,-36.03830324,UChile
13070,0.08726257637749861,0.09967290603990556,0.1444888790757196,0.20168273046566423,NA,NA,60,-72.46937139,-36.03906779,UChile
13071,0.09979315741725393,0.10973789074938567,0.1464766466598175,0.20837576009763725,NA,NA,60,-72.46964429,-36.03990277,UChile
13072,0.1277995169517493,0.1396866945440782,0.17900691227627477,0.16367430073917819,NA,NA,60,-72.46985514,-36.04024972,UChile
13073,0.10876598895718051,0.12945471572850764,0.20063407592989793,0.22732474377165884,NA,NA,60,-72.47018956,-36.04089671,UChile
13074,0.1508441478464099,0.16950808234650905,0.23367609331723174,0.2568783245045886,NA,NA,60,-72.47082703,-36.04109043,UChile
13075,0.17888831311620193,0.18971465456642816,0.22858514626628937,0.27409686229955094,NA,NA,60,-72.47150901,-36.04093358,UChile
13076,0.1696699020084954,0.16024832074644174,0.12900532013962737,0.13963266962884882,NA,NA,60,-72.47159025,-36.04047562,UChile
13077,0.11907226497960263,0.12971937840582062,0.17027187986277584,0.2602405260618371,NA,NA,60,-72.4707847,-36.04033243,UChile
13078,0.09500046562486857,0.10961481558251172,0.15976012809189932,0.17598548597044822,NA,NA,60,-72.4704013,-36.03982862,UChile
13079,0.09810579297417135,0.09995135722139112,0.10864471620915268,0.15659008302935645,NA,NA,60,-72.4700882,-36.03920911,UChile
13080,0.13674852652259337,0.13991650294695485,0.15180746561886055,0.17517173633222682,NA,NA,60,-72.46960257,-36.03843274,UChile
13081,0.14213978659360857,0.1497981516194733,0.17677768064742885,0.19892512596732403,NA,NA,60,-72.46942961,-36.03794238,UChile
13082,0.133313101181786,0.1398282820545172,0.16192819764123453,0.16419980890216743,NA,NA,60,-72.47014859,-36.03766914,UChile
13083,0.0718951382755658,0.09927827394363235,0.19087553997464599,0.17538088891154,NA,NA,60,-72.4704673,-36.03846001,UChile
13084,0.08427957318721725,0.09959630323894667,0.1535553612948577,0.19785025193464806,NA,NA,60,-72.47041923,-36.04308275,UChile
13085,0.1475310466646239,0.15967980029199186,0.20174789567599719,0.22267851560242122,NA,NA,60,-72.47089223,-36.04356141,UChile
13086,0.12,0.12,0.12,0.12000000000000001,NA,NA,60,-72.47138828,-36.04331952,UChile
13087,0.18286067903125997,0.1898166639630384,0.21298244744447045,0.20706036000312422,NA,NA,60,-72.47159296,-36.0428191,UChile
13088,0.11473199533774325,0.12960792133042542,0.18250111149162176,0.23498970083369125,NA,NA,60,-72.47099997,-36.04296882,UChile
13089,0.11545288777539456,0.1296264336739905,0.17870587828866338,0.20312493486949146,NA,NA,60,-72.47085668,-36.04224474,UChile
13090,0.13915678340332724,0.14972154881851443,0.1858441628665669,0.19509264743630783,NA,NA,60,-72.47120553,-36.04174737,UChile
13091,0.14253151228949248,0.16929461587450356,0.26150802376789656,0.2986640015728695,NA,NA,60,-72.47199107,-36.04147552,UChile
13238,0.1771685328569388,0.18993834285257474,0.21324493370481795,0.281576412868928,0.3291896627464804,0.3228858328907976,110,-72.49579,-36.026772,UChile
13239,0.2397906009894313,0.22730675420272226,0.20073549861482276,0.18145143748989065,0.19182914825274472,0.2063174323988737,130,-72.495196000000007,-36.032014,UChile
13240,0.3098427569970635,0.30382726761575063,0.28778760982981033,0.2847242326845623,0.26992073157846896,0.2542738355716804,148,-72.481449,-35.992856,UChile
13241,0.2526510638261644,0.2847173111546166,0.3407288790210348,0.3405797873539762,0.26959726102116605,0.22334758441684596,168,-72.474423,-35.994734,UChile
13242,0.16759371007341767,0.19526849422036063,0.2163393863367393,0.18057369594335052,0.16482529892842324,0.17333286784044152,150,-72.3938838,-35.79776622,UChile
13243,0.15808357870097595,0.1827892587152251,0.22116341420440036,0.2074637956620422,0.16860961584378711,0.16226976728042378,140,-72.39300105,-35.79831744,UChile
13244,0.24057878303094224,0.2307774943528335,0.19999449020769863,0.1624644292199339,0.15226598545317216,0.16404430107330564,140,-72.39346647,-35.79806759,UChile
13245,0.15732492908682913,0.15743088529501534,0.15819598528933318,0.14701382289972137,0.16064775634114806,0.1680749660908489,131,-72.40441293,-35.82138872,UChile
13246,0.3025041273476668,0.27109326500329567,0.1895073256240694,0.20203443524335557,0.284473616420058,0.27526624596749044,110,-72.49881603,-36.26106655,UChile
13247,0.0838196031117636,0.09266310944865638,0.11665369253923219,0.10497419794659246,0.1472212725655539,0.2856873758450581,120,-72.175265,-35.952881,UChile
13248,0.1671401902003975,0.16516549351776721,0.15825291952330828,0.14719525164128705,0.14238107495913355,NA,70,-72.471386,-36.045788,UChile
13249,0.17262882248040734,0.12482865458688297,0.07441337423917745,0.08393120090684318,0.10136329962671113,0.08389609951351991,200,-72.29129628,-35.95282623,UChile
13250,0.11564657454772002,0.07652213578691798,0.0352521379429448,0.053601737939085764,0.12101963462275235,0.09603109350113773,170,-72.243081,-35.920117,UChile
13251,0.11952654236503905,0.12145072681731874,0.12801860123624645,0.13639147153426845,0.14102870113720448,NA,95,-72.470755,-36.121106,UChile
13252,0.26116121396660347,0.2511387215927077,0.23679489961734032,0.23534592665451692,0.2059223868921713,NA,75,-72.30679501,-36.185302,UChile
13253,0.10833685680315398,0.15507792652218352,0.230187305109495,0.2781789606967833,0.30536238067148475,0.32274511573531683,120,-72.13007499,-35.95471,UChile
13254,0.09859773670414995,0.09853813107279549,0.09836915790950995,0.10069275102335933,0.09227664818885956,0.11000720258724862,135,-72.424173,-36.067436,UChile
13255,0.13388355874570443,0.1261607988686832,0.1688962652733155,0.3231012975050751,0.3172352496860893,0.295503282463128,130,-72.431076,-36.066443,UChile
13256,0.09275401311599601,0.0610825138316959,0.05110898199593599,0.04830292038395372,0.04407091060468547,0.03475090617832658,145,-72.12433285,-35.93484732,UChile
13257,0.18971042342698954,0.17281694222878266,0.14335638403339046,0.27066159953862223,0.37769707460730706,NA,70,-72.12433285,-35.93484732,UChile
13258,0.10895891038351811,0.10650001290561563,0.10075555721291837,0.13293855740717242,0.32077041808666146,NA,90,-72.213809,-35.972789,UChile
13259,0.061604086699103194,0.0632772836992479,0.06979031492739511,0.08642577225306859,0.07375700084352009,0.041918039687231005,120,-72.24570739,-35.91953237,UChile
13260,0.1456927074649766,0.1419071141473197,0.13892677426117708,0.1444403008904057,0.1433367581339193,0.12242110611103402,160,-72.401239,-35.81305,UChile
13261,0.13577089854957744,0.1350313252004198,0.13058180988170529,0.11619420000233108,0.15868822235251195,NA,92,-72.400305,-35.813584,UChile
13262,0.16501161791465563,0.1790581913005722,0.20125681529510028,0.15692267578115893,0.16475280560751338,0.1838733897459653,120,-72.40078899,-35.81332,UChile
13263,0.1575609289551067,0.16972940194720101,0.2054581926429874,0.18630441856996338,NA,NA,60,-72.313613,-36.176964,UChile
13264,0.12069988560911431,0.11932812572861945,0.12728115462623704,0.18451827375591906,0.2119634527609043,0.15775259769575178,170,-72.306346,-35.816421,UChile
13265,0.09776612797317322,0.11674678356324371,0.18323571859277182,0.23940715780388044,0.22874764486701166,0.20331026547260447,140,-72.211826,-36.073752,UChile
13266,0.12025778059447162,0.11561482439894531,0.10559836525054826,0.12479357753570768,0.12923808489638594,NA,85,-72.123489,-35.934552,UChile
13267,0.09616029526487688,0.09701201581761619,0.10386929058389187,0.12425080122794084,0.11681922554216423,0.08735188178246746,135,-72.12460408,-35.9347255,UChile
13268,0.15325031012762047,0.14459192857212666,0.12675987557311602,0.16952056229218038,0.23698911186289218,0.2511914227646773,120,-72.363729,-35.800731,UChile
13269,0.07344928267480912,0.10997949371886467,0.16345385265195717,0.16973775118819795,0.18445927464054768,0.18944791556896268,133,-72.443335,-36.081495,UChile
13270,0.14804799836373683,0.14559123098328303,0.14499730010246295,0.16789544894810554,0.1897950934337979,NA,90,-72.473289,-36.044112,UChile
13271,0.09078167241043987,0.08871497746547226,0.2065131650592188,0.3632838504982658,0.22196308446335483,0.16440123902191303,180,-72.30187099,-36.047945,UChile
13272,0.14936183835278236,0.18024448024818326,0.22324239436888443,0.15794346254690209,0.09059146270943036,0.06491179339642296,120,-72.24315828,-35.92113328,UChile
13273,0.11715133761498453,0.11800762804386887,0.12082308314370291,0.11724209854933111,0.11293323672940102,0.16937286308984276,140,-72.479031,-35.998705,UChile
13274,0.1698409241146649,0.1750798392980368,0.1917866562339245,0.20797811083940668,0.2012336955156681,0.22043244302207624,218,-72.405711,-35.976324,UChile
13275,0.07160509159127917,0.09393251512360665,0.17344396673739726,0.247480023370872,0.23013776988398135,0.20939938350639717,140,-72.469134,-36.042399,UChile
13276,0.09662767313026893,0.09627889922306461,0.09941542155817291,0.18116365324825093,0.20907645994924826,0.15380249991061568,140,-72.209949,-35.975233,UChile
13277,0.08856339482322463,0.08916809553310871,0.09170183752432907,0.11541486588124816,0.11282027704838073,0.04949549691735097,140,-72.387266,-36.06279,UChile
13278,0.08416672138246771,0.08715678437467934,0.09609982054465747,0.094000308073904415,0.09052731885838478,0.10733996332232007,160,-72.326262,-36.037158,UChile
13279,0.09589397365709708,0.09461616670301942,0.08954129240776053,0.08234736835969225,0.09997107391302702,0.1185030458189812,160,-72.301269,-36.043468,UChile
13280,0.08233654344542175,0.07683985321078539,0.10577820400381012,0.15793239137964615,0.16720214165566674,0.12405489994536653,140,-72.402329,-36.069499,UChile
13281,0.08148248353262562,0.11560546031951101,0.19011477993049863,0.1930970400032415,0.17662675052499643,NA,92,-72.38347148,-36.08379021,UChile
13282,0.17808675269025936,0.17927530094446176,0.18230087374124615,0.19672530680126027,0.30434496772360253,NA,90,-71.00292766,-31.78817214,UChile
13283,0.1450971014884614,0.1427841562005705,0.1335503048574403,0.12680185730959365,0.1660600604798816,NA,83,-71.01473349,-31.80689993,UChile
13284,0.13839625212748186,0.14932876608360637,0.1898954470423329,0.23574494777254415,0.20945946685026168,NA,100,-70.91364173,-31.82603371,UChile
13285,0.163429100568692,0.1879994949117031,0.22865879726628754,0.13190783608414927,0.08631951244281005,NA,65,-70.86996636,-31.8383171,UChile
13286,0.21957476347170402,0.21031698170226762,0.1886298651334404,0.2086324508617689,0.22885602482943282,NA,80,-70.87646639,-31.85406658,UChile
13287,0.1460476953620207,0.16338347151142776,0.18677652067835532,0.18359640096174082,NA,NA,60,-71.04051089,-31.75142204,UChile
13288,0.1088998783322756,0.11054618177865655,0.11604172891632,0.09958704040046332,0.07173717492452747,NA,90,-71.05753331,-31.78529975,UChile
13289,0.07080853951898279,0.07225702590072217,0.0784048095776984,0.10208882209019256,0.1009194867900776,NA,86,-70.900669,-31.82296392,UChile
13290,0.23225046822506365,0.2430288444949153,0.2835029116326214,0.3296501635005734,0.3298840213784712,NA,70,-71.1364336,-31.7384108,UChile
